"","input_resistance_mohm","ri","sag","vm_for_sag","vrest","transgenic_line","height","fast_trough_t_short_square","fast_trough_v_short_square","peak_t_short_square","peak_v_short_square","slow_trough_t_short_square","slow_trough_v_short_square","threshold_i_short_square","threshold_t_short_square","threshold_v_short_square","trough_t_short_square","trough_v_short_square","upstroke_downstroke_ratio_short_square"
"624",119.377832,105.156324803829,0.0372542142868042,-99.1875,-77.0609741210938,"Pvalb-IRES-Cre",86.1625019073486,1.023939,-68.3875015258789,1.023146,17.7750003814697,1.47963,-77.8500015258789,570,1.022872,-48.1875007629395,1.47963,-77.8500015258789,1.40589312660979
"630",318.976576,203.906252980232,0.0408348329365253,-98.0937576293945,-75.6354217529297,"Sst-IRES-Cre",85.5859394073486,1.02453375,-60.3671884536743,1.02345375,25.2187509536743,1.5955325,-76.0625,520,1.02311125,-44.5937509536743,1.5955325,-76.0625,1.64651237470799
"631",142.02304,90.937614440918,0.00733394920825958,-90.2500076293945,-80.3424911499023,"Vip-IRES-Cre",82.5000068664551,1.031408,-66.9437561035156,1.02372,15.5562507629395,1.355484,-80.9125045776367,1009.99993896484,1.023256,-42.9562507629395,1.355484,-80.9125045776367,2.48738817982427
"632",230.450112,288.281261920929,0.0430564247071743,-94.25,-62.368049621582,"Sst-IRES-Cre",97.5156278610229,1.02458375,-60.7656278610229,1.02327375,36.75,1.30642,-61.5468759536743,300,1.0229,-43.0937509536743,1.30642,-61.5468759536743,2.3791821748459
"635",220.72056,147.343829274178,0.0674173012375832,-93.1562576293945,-76.0901794433594,"Chat-IRES-Cre-neo",103.918754577637,1.024664,-53.0500030517578,1.023536,50.8687515258789,1.629752,-76.9375030517578,260,1.02316,-53.4625038146973,1.629752,-76.9375045776367,2.86411858329044
"636",294.821152,187.656208872795,0.13645726442337,-99.0625,-79.2035446166992,"Sst-IRES-Cre",86.3000022888184,1.02456,-62.0500015258789,1.023394,24.2500007629395,1.439806,-79.7625,244,1.023042,-43.65,1.439806,-79.7625,1.77185643845962
"637",98.610328,84.3750387430191,0.0347299464046955,-82.6562576293945,-73.9697494506836,"Pvalb-IRES-Cre",93.2937553405762,1.023817,-60.2125038146973,1.023215,33.0812515258789,1.235076,-73.6625015258789,480,1.022965,-44.9187515258789,1.235076,-73.6625015258789,1.43805476133536
"640",189.708464,204.374998807907,0.281629174947739,-96.21875,-72.1406173706055,"Sst-IRES-Cre",101.8125,1.02397,-65.5875,1.023254,36.225,1.57444,-72.3187515258789,580,1.022935,-45.9562507629395,1.57444,-72.3187515258789,1.42967090052158
"642",160.450272,137.03128695488,0.127823576331139,-90.8750076293945,-72.8742828369141,"Sst-IRES-Cre",102.328134536743,1.024005,-67.7343826293945,1.02329,34.5937519073486,1.715065,-74.6406288146973,560,1.0230075,-42.1250038146973,1.715065,-74.6406288146973,1.58111192370984
"644",173.9668,212.499886751175,0.274229347705841,-97.4687576293945,-73.6112442016602,"Sst-IRES-Cre",95.2125019073486,1.024631,-64.19375,1.023521,31.0187519073486,1.373265,-74.2125045776367,610,1.023179,-48.0187522888184,1.373265,-74.2125045776367,2.06676826086013
"654",121.162568,111.250080168247,0.00985852256417274,-93.3125,-72.4832229614258,"Pvalb-IRES-Cre",77.4375034968058,1.0238675,-61.8593775431315,1.02321333333333,15.5781259536743,1.35000416666667,-73.0885467529297,540,1.02298083333333,-46.6458365122477,1.35000416666667,-73.0885480244954,1.40578805563209
"660",235.058752,205.624997615814,0.0468744002282619,-87.125,-63.8540267944336,"Pvalb-IRES-Cre",64.0156251589457,1.02415,-59.265625,1.02324583333333,4.75000015894572,1.18979416666667,-64.223960240682,130,1.022985,-42.0833346048991,1.18979416666667,-64.223960240682,1.47844469750987
"661",143.034544,103.080354630947,0.127682700753212,-79.03125,-68.0096206665039,"Pvalb-IRES-Cre",84.8812515258789,1.024098,-54.8625015258789,1.023294,30.01875,1.377402,-68.525,220,1.023014,-36.48125,1.377402,-68.525,1.58780057889587
"662",177.422192,135.312393307686,0.055235281586647,-99.9375076293945,-76.0004272460938,"Pvalb-IRES-Cre",88.212504196167,1.024141,-59.9125030517578,1.023305,28.3000011444092,1.529222,-76.6812530517578,550,1.023024,-44.9875022888184,1.529222,-76.6812530517578,1.77701855770976
"663",228.66904,190.624803304672,0.011939138174057,-83.7812576293945,-59.8839569091797,"Nkx2-1-CreERT2",98.6375030517578,1.024436,-56.2187515258789,1.023412,42.4187515258789,1.038428,-64.0562507629395,239.999984741211,1.0231,-41.3812530517578,1.038428,-64.0562507629395,2.4105723349212
"664",193.344608,166.718676686287,0.230507269501686,-90.9062576293945,-72.0361251831055,"Htr3a-Cre_NO152",87.400004196167,1.024238,-58.3812522888184,1.023408,29.0187519073486,1.58842,-72.96875,340,1.023107,-48.0625038146973,1.58842,-72.96875,1.77629621719095
"669",78.749264,103.437386453152,0.0324804931879044,-83.5937576293945,-71.7685928344727,"Htr3a-Cre_NO152",86.9427115122478,1.02912666666667,-61.786460240682,1.02332416666667,25.1562512715658,1.60183333333333,-73.0729192097982,830,1.02295666666667,-39.3020865122477,1.60183333333333,-73.0729192097982,2.40811641532559
"671",172.653536,149.218559265137,0.207872197031975,-90.84375,-73.4568405151367,"Chrna2-Cre_OE25",96.4375045776367,1.0247,-56.1250030517578,1.023536,40.3125015258789,1.241672,-74.2687530517578,750,1.023128,-47.5125030517578,1.241672,-74.2687530517578,2.3763735591167
"673",186.459616,130.62496483326,0.0472249612212181,-100.343757629395,-74.7899322509766,"Pvalb-IRES-Cre",88.3593772252401,1.0239875,-63.6093762715658,1.023275,24.7500009536743,1.68610666666667,-75.4010454813639,156.666656494141,1.02301083333333,-44.6927096048991,1.68610666666667,-75.4010454813639,1.33660834774057
"674",179.405712,162.500083446503,0.0564269684255123,-86.40625,-68.1852569580078,"Htr3a-Cre_NO152",94.2437530517578,1.024294,-50.3062515258789,1.023306,43.9375015258789,1.687517,-68.9812515258789,360,1.023042,-45.3500015258789,1.687517,-68.9812530517578,2.8928666888016
"677",412.892288,284.062385559082,0.0772461965680122,-91.75,-70.5716781616211,"Chrna2-Cre_OE25",62.0312542915345,1.0259,-57.5312538146973,1.02346,4.50000047683716,1.51038,-70.6562576293945,400,1.023,-35,1.51038,-70.6562576293945,1.89234214396371
"683",299.770752,570.312440395355,0.0733360201120377,-80.4375,-61.2859649658203,"Sst-IRES-Cre",79.2968769073486,1.024225,-59.0468769073486,1.022655,20.25,1.3065375,-62.6562519073486,270,1.0223,-44.109375,1.3065375,-62.6562557220459,2.4028299776748
"685",59.547116,36.8750393390656,0.0624788701534271,-89.21875,-77.2948837280273,"Pvalb-IRES-Cre",88.6625026702881,1.023878,-64.4062515258789,1.023307,24.2562511444092,1.209065,-78.1125045776367,1030,1.023062,-46.6937538146973,1.209065,-78.1125045776367,1.21379638988187
"691",110.886216,100.468829274178,0.0518363006412983,-81.3437576293945,-70.4083404541016,"Sst-IRES-Cre",82.7625045776367,1.024029,-61.9625030517578,1.023325,20.8000015258789,1.184064,-71.0562515258789,460,1.023042,-46.9062507629395,1.184064,-71.0562515258789,1.35649267710543
"696",295.840128,319.866210222244,0.0311772804707289,-100.90625,-64.9805068969727,"Sst-IRES-Cre",85.3020865122477,1.02446166666667,-56.4895846048991,1.023295,28.8125019073486,1.65513666666667,-65.3020858764648,93.3333333333333,1.022845,-47.2083371480306,1.65513666666667,-65.3020858764648,2.06868804222943
"702",223.109568,232.187509536743,0.111068345606327,-96.71875,-71.7542190551758,"Sst-IRES-Cre",80.9895861943563,1.02445833333333,-60.4687525431315,1.0233925,20.5208336512248,1.2830025,-72.3906288146973,440,1.023045,-45.0781269073486,1.2830025,-72.390630086263,1.67728840339173
"706",128.474336,96.0937142372131,0.0173782221972942,-82.09375,-70.9221343994141,"Htr3a-Cre_NO152",79.3020855585735,1.02830833333333,-63.6718762715658,1.0233075,15.6302092870077,1.40831583333333,-71.6875038146973,660,1.02298,-43.9427121480306,1.40831583333333,-71.6875038146973,2.50935501854964
"711",375.87616,220.156356692314,0.0757536515593529,-93.1562576293945,-68.2027053833008,"Htr3a-Cre_NO152",92.1406297683715,1.02438,-51.1875028610229,1.02319,40.9531269073486,1.6704,-69.3750019073486,489.999969482422,1.02285,-40.1953144073486,1.6704,-69.3750019073486,3.11525206690088
"712",180.518336,109.687462449074,0.0361674353480339,-90.5937576293945,-76.8645782470703,"Htr3a-Cre_NO152",99.5500053405762,1.024039,-54.4375022888184,1.023256,45.1125030517578,1.317796,-77.6562545776367,560,1.023017,-47.0250022888184,1.317796,-77.6562545776367,3.01739460573701
"716",407.429664,525.0004529953,0.0300615541636944,-80.1875076293945,-63.0599975585938,"Sst-IRES-Cre",97.3984413146972,1.024155,-62.1171894073486,1.023155,35.2812519073486,1.391435,-60.7656278610229,280,1.022765,-44.5000019073486,1.024245,-62.2421894073486,1.76712980516764
"719",136.727376,145.625039935112,0.0118438089266419,-85.4687576293945,-69.5901260375977,"Pvalb-IRES-Cre",81.343754196167,1.023793,-61.5750030517578,1.022976,19.7687511444092,1.454521,-70.1562530517578,430.000030517578,1.022709,-40.7687515258789,1.454521,-70.1562530517578,1.40437055247274
"727",125.898584,66.8751150369644,0.0498955063521862,-85.9687576293945,-76.5811386108398,"Gad2-IRES-Cre",85.3750038146973,1.024165,-62.6562538146973,1.023365,22.71875,2.003205,-77.78125,0,1.023085,-47.28125,2.003205,-77.78125,1.48173624465276
"729",193.912288,199.375003576279,0.100278250873089,-100.03125,-77.7931594848633,"Sst-IRES-Cre",85.3281269073486,1.0252725,-62.2656259536743,1.02370875,23.0625009536743,1.6648775,-77.5625019073486,680,1.02322625,-52.0234394073486,1.6648775,-77.5625019073486,2.08115117527461
"730",105.146456,106.250002980232,0.0521581023931503,-83.6875,-78.2598419189453,"Htr3a-Cre_NO152",88.8229185740153,1.02631666666667,-58.8906262715658,1.02309,29.9322923024495,1.61646,-78.4479179382324,725,1.0228,-38.234375,1.61646,-78.4479179382324,2.26151610389816
"740",167.393152,126.093834638596,0.149191066622734,-98.125,-70.5699081420898,"Pvalb-IRES-Cre",102.306253814697,1.023989,-63.2750030517578,1.023306,39.0312507629395,1.041102,-71.1812561035156,480.000030517578,1.02303,-42.3250022888184,1.041102,-71.1812561035156,1.40431379002855
"741",575.424768,567.968785762787,0.0613370798528194,-95.7187576293945,-59.9404830932617,"Htr3a-Cre_NO152",75.2500038146973,1.02408,-58.0937538146973,1.02322,17.15625,1.36021,-59.9375038146973,160,1.02288,-42.6875,1.36021,-59.9375038146973,1.39469161346917
"743",229.234208,310.468792915344,0.0298002120107412,-100,-72.0027618408203,"Sst-IRES-Cre",66.5625040531159,1.0245975,-59.8203163146973,1.02341875,6.74218773841858,1.5943325,-72.5234413146973,147.5,1.02310625,-40.5390663146973,1.5943325,-72.5234413146973,1.74163070320002
"746",91.158944,50.3125786781311,0.0917242392897606,-94.5937576293945,-79.2038497924805,"Pvalb-IRES-Cre",86.8937568664551,1.023594,-72.6187561035156,1.023052,14.2750007629395,1.1183,-80.2250030517578,839.999938964844,1.022839,-54.7437530517578,1.1183,-80.2250030517578,1.3470078476777
"747",189.245936,123.593829572201,0.0374567583203316,-100.09375,-72.1898574829102,"Pvalb-IRES-Cre",95.3984417915345,1.024145,-63.4609413146973,1.02339375,31.9375004768372,1.59112625,-72.8515644073486,430.000030517578,1.0230925,-46.9609384536743,1.59112625,-72.8515663146973,1.50271819694178
"749",252.710896,231.562614440918,0.244886443018913,-91.875,-66.3758010864258,"Htr3a-Cre_NO152",89.0669681004116,1.02424285714286,-52.8303587777274,1.02331214285714,36.2366093226842,1.511635,-67.0223246983119,380,1.023035,-42.2098230634417,1.511635,-67.0223246983119,2.30018061956571
"754",127.00416,82.03125,0.0204274095594883,-81.375,-72.5131301879883,"Pvalb-IRES-Cre",87.5625030517578,1.023428,-58.6062515258789,1.022788,28.9562515258789,1.337068,-72.5250015258789,800,1.022508,-42.8062522888184,1.337068,-72.5250015258789,1.39538133123084
"766",416.706976,340.781360864639,0.135835811495781,-95.0312576293945,-71.4138412475586,"Gad2-IRES-Cre",89.9125011444092,1.024297,-64.56875,1.0233,25.3437511444092,1.460978,-73.8875015258789,479.999969482422,1.022967,-45.4937522888184,1.460978,-73.8875015258789,1.53738397883571
"770",110.782544,98.5938608646393,0.0219578873366117,-81.90625,-70.5153274536133,"Gad2-IRES-Cre",85.2875011444092,1.028057,-62.5000007629395,1.023274,22.7875003814697,1.261942,-70.75,690,1.022974,-39.9562522888184,1.261942,-70.75,2.59170742803334
"771",109.138968,71.2501108646393,0.0188077818602324,-83.03125,-73.8435745239258,"Sst-IRES-Cre",88.3062549591065,1.023772,-63.5687538146973,1.023215,24.7375011444092,1.396849,-75.4562530517578,720,1.022969,-47.5437538146973,1.396849,-75.4562530517578,1.21139650395442
"791",287.679552,221.093714237213,0.0425620898604393,-97.3437576293945,-74.0521774291992,"Pvalb-IRES-Cre",76.3125034968058,1.02406416666667,-58.6927108764648,1.023225,17.619792620341,1.28609166666667,-74.8333371480306,349.999974568685,1.02295166666667,-43.2031275431315,1.28609166666667,-74.8333371480306,1.59107339003959
"797",220.416992,74.21875,0.0696823075413704,-86.34375,-69.6425094604492,"Pvalb-IRES-Cre",80.7500023841858,1.02386125,-63.2187519073486,1.02329625,17.5312504768372,1.66102375,-73.5703125,115,1.023025,-53.2421903610229,1.66102375,-73.5703125,1.25105172871184
"799",132.16292,85.1562470197678,0.0184759330004454,-91.7187576293945,-72.20556640625,"Pvalb-IRES-Cre",71.0390647053718,1.02374625,-65.8125019073486,1.02310125,5.22656279802322,1.2943275,-72.4609413146973,367.499977111816,1.0228675,-51.0937509536743,1.2943275,-72.4609413146973,1.31154245460862
"801",291.40352,259.375393390656,0.0696748644113541,-85.2187576293945,-63.4668731689453,"Vip-IRES-Cre",90.0156307220459,1.02578,-56.9375038146973,1.02325,33.0781269073486,1.70408,-65.2343788146973,239.999984741211,1.02287,-43.1718769073486,1.70408,-65.2343788146973,3.3017953836406
"804",329.266016,203.593745827675,0.140755489468575,-88.5,-66.4999237060547,"Vip-IRES-Cre",78.8489611943563,1.02457333333333,-52.1354179382324,1.02333,26.7135432561239,1.49125333333333,-67.1927121480306,290,1.02297,-47.1718775431315,1.49125333333333,-67.1927121480306,2.43770181931167
"808",306.119712,243.593826889992,0.230195939540863,-96.8750076293945,-68.3530731201172,"Chrna2-Cre_OE25",85.2187547683716,1.024665,-55.0468788146973,1.0234,30.1718759536743,1.41071,-69.0078144073486,260,1.023065,-44.8750019073486,1.41071,-69.0078163146973,2.46690311525831
"810",172.610496,121.874995529652,0.0594092532992363,-100.6875,-72.0374450683594,"Pvalb-IRES-Cre",80.8187520980835,1.024096,-66.0250015258789,1.023329,14.7937505722046,1.436932,-72.1000030517578,88,1.023079,-45.40625,1.436932,-72.1000030517578,1.42970695861929
"812",170.031024,148.43761920929,0.0929054990410805,-85.34375,-69.4498291015625,"Htr3a-Cre_NO152",90.7708384195964,1.02688833333333,-60.5625038146973,1.02328666666667,30.2083346048991,1.04333,-70.0729217529297,143.333333333333,1.02299666666667,-44.6875,1.04333,-70.0729217529297,2.5331659331849
"813",481.462592,462.500005960464,0.0346513912081718,-90.1875076293945,-65.248893737793,"Htr3a-Cre_NO152",70.5000026702881,1.026709,-53.0312522888184,1.023441,17.4687503814697,1.617463,-66.4562545776367,32,1.023108,-39.1562530517578,1.617463,-66.4562545776367,2.24124771002927
"815",629.208448,249.821424484253,0.121393315494061,-98.3750076293945,-74.2693939208984,"Vip-IRES-Cre",91.5125038146973,1.0252,-58.9187530517578,1.02354,32.5937507629395,1.620292,-75.2625030517578,190,1.023144,-51.4000022888184,1.620292,-75.2625030517578,2.9277662894986
"817",279.408608,301.875025033951,0.0287001095712185,-93.71875,-60.2090263366699,"Chrna2-Cre_OE25",88.526045481364,1.02454333333333,-59.9635442097982,1.02346333333333,28.5625012715658,1.55708333333333,-61.5625019073486,340,1.02301,-44.7604192097982,1.55708333333333,-61.5625025431315,1.71304759136329
"821",209.45472,178.035706281662,0.0599695481359959,-93.9375,-75.0768890380859,"Nkx2-1-CreERT2",91.5468802452088,1.02488,-60.6406288146973,1.02325,30.9062514305115,1.574105,-75.6171894073486,600,1.022915,-42.8437509536743,1.574105,-75.6171894073486,2.69277682249838
"823",199.913696,101.5625,0.0859844386577606,-90.9062576293945,-78.393798828125,"Pvalb-IRES-Cre",96.5078148841858,1.02435375,-64.3828125,1.02337875,32.1250023841858,1.712455,-78.8671913146973,540,1.0230475,-46.390625,1.712455,-78.8671913146973,1.73127402146759
"835",286.968288,259.218871593475,0.204253703355789,-97.9375,-66.9698791503906,"Sst-IRES-Cre",100.193753814697,1.024884,-61.4625030517578,1.0235,38.7312507629395,1.619344,-67.3750030517578,400,1.023052,-44.3687507629395,1.619344,-67.3750030517578,2.32652517379989
"838",384.161792,165.104165673256,0.169384002685547,-87.6875,-73.7939529418945,"Pvalb-IRES-Cre",84.0937528610229,1.02376,-64.0625019073486,1.023005,20.0312509536743,1.3235525,-75.671875,370,1.0227175,-51.0156269073486,1.3235525,-75.671875,1.45397348226854
"839",89.818896,81.8749666213989,0.0586271584033966,-88.78125,-70.4622573852539,"Pvalb-IRES-Cre",84.2375034332276,1.023719,-58.9500022888184,1.023204,25.2875011444092,1.314022,-70.8187530517578,790,1.02298,-42.4187538146973,1.314022,-70.8187530517578,1.24022924333065
"840",150.988096,105.223104357719,0.032452080398798,-88.1250076293945,-75.9377136230469,"Pvalb-IRES-Cre",86.2343807220459,1.0240025,-59.1406288146973,1.023475,27.0937519073486,1.0911675,-76.9843826293945,0,1.0231975,-43.4375038146973,1.0911675,-76.9843826293945,1.19463832153368
"851",235.801392,203.124970197678,0.205063015222549,-93.6875076293945,-75.672966003418,"Sst-IRES-Cre",95.0000019073487,1.02419333333333,-62.973960240682,1.02345,32.0260416666667,1.1479875,-77.3593775431315,0,1.02315333333333,-44.4843762715658,1.1479875,-77.3593775431315,1.48960693972376
"856",420.55984,271.093755960464,0.0829202905297279,-99.375,-81.6468811035156,"Sst-IRES-Cre",103.687506103516,1.024626,-65.8812545776367,1.023606,37.8062515258789,1.697575,-80.9500045776367,440,1.02319,-50.1187530517578,1.697575,-80.9500045776367,1.79180456803922
"858",309.51232,186.250001192093,0.0178365595638752,-96.78125,-76.9175567626953,"Nkx2-1-CreERT2",91.5781283378601,1.02439,-59.7500019073486,1.02351,31.8281264305115,1.428905,-77.4453163146973,380,1.02313,-45.9296903610229,1.428905,-77.4453163146973,1.59053457929171
"862",129.36264,223.437577486038,0.196279138326645,-90.46875,-65.7717132568359,"Sst-IRES-Cre",77.0260442097982,1.02579833333333,-61.0260435740153,1.02364916666667,16.0000006357829,1.273295,-65.7291679382324,380,1.02313833333333,-40.3802083333333,1.273295,-65.7291679382324,1.82117838780585
"864",228.920896,273.4375,0.0697836056351662,-99.3437576293945,-78.4320907592773,"Sst-IRES-Cre",94.7031259536743,1.0242725,-63.6875,1.02324,31.0156259536743,1.86229,-78.671875,540,1.0229,-48.4687519073486,1.86229,-78.671875,2.15954845100654
"867",97.97776,65.6248107552528,0.0534711629152298,-87.2812576293945,-69.8947067260742,"Pvalb-IRES-Cre",83.4625045776368,1.023969,-63.2125038146973,1.023241,20.2500007629395,1.385598,-70.3625030517578,670,1.022967,-46.9125015258789,1.385598,-70.3625030517578,1.48276442145307
"871",279.6384,159.374997019768,0.067659966647625,-92.6875,-72.2003326416016,"Htr3a-Cre_NO152",89.0000038146973,1.02470833333333,-58.5312525431315,1.02341333333333,30.4687512715658,1.74344833333333,-73.34375,0,1.02309,-49.0104179382324,1.74344833333333,-73.34375,2.73712206802322
"873",297.533312,235.624998807907,0.0870126709342003,-97.5937576293945,-71.8459243774414,"Sst-IRES-Cre",83.1041673024496,1.02454666666667,-64.5729166666667,1.02341833333333,18.5312506357829,1.52408666666667,-72.4166692097982,0,1.02308833333333,-41.7604166666667,1.52408666666667,-72.4166692097982,1.50020251035808
"878",416.23232,226.093783974648,0.155992746353149,-99.96875,-78.3579406738281,"Vip-IRES-Cre",94.6979204813639,1.02418666666667,-59.2500019073486,1.02342666666667,35.4479185740153,1.21874666666667,-79.1927096048991,300,1.02316333333333,-47.6770858764648,1.21874666666667,-79.1927096048991,2.22345331878423
"882",179.327808,183.906212449074,0.0880968868732452,-96.78125,-77.7048721313477,"Sst-IRES-Cre",94.8906275431316,1.02421166666667,-60.2187512715658,1.02332083333333,34.6718762715658,1.53060416666667,-78.5364646911621,650,1.02299583333333,-45.6406256357829,1.53060416666667,-78.5364646911621,1.9574085769059
"883",221.217648,230.000048875809,0.0200302023440599,-89.71875,-64.2822341918945,"Sst-IRES-Cre",82.3875049591065,1.024112,-56.9812538146973,1.023411,25.4062511444092,1.364709,-65.7312545776367,0,1.023114,-41.3437515258789,1.364709,-65.7312545776367,1.51270628632644
"889",189.849888,185.937494039536,0.115165926516056,-92.5,-71.815055847168,"Sst-IRES-Cre",83.0937519073486,1.0243325,-58.8437509536743,1.0234625,24.2500009536743,1.28540625,-72.7265663146973,780,1.02315875,-42.2578125,1.28540625,-72.7265663146973,1.65111915130189
"897",149.703568,103.281363844872,0.0613643974065781,-89.3750076293945,-77.5536880493164,"Pvalb-IRES-Cre",81.6354166666667,1.02682166666667,-66.3541666666667,1.023345,15.28125,1.38605333333333,-78.1875,353.333333333333,1.02302666666667,-44.4791666666667,1.38605333333333,-78.1875,1.67123752943747
"898",124.348424,85.2678567171097,0.046269629150629,-94.625,-75.4902877807617,"Pvalb-IRES-Cre",77.7937511444092,1.02388,-60.3000007629395,1.023222,17.4937503814697,1.189003,-76.3125030517578,630,1.02299,-45.925,1.189003,-76.3125030517578,1.38406697218514
"900",371.07264,430.468857288361,0.132928401231766,-98.6250076293945,-65.1735992431641,"Gad2-IRES-Cre",94.2890634536743,1.02425875,-60.7500009536743,1.02320875,33.5390625,1.61479875,-66.4921875,360,1.02275625,-42.9375,1.61479875,-66.4921875,1.60684992389404
"901",188.574464,171.316996216774,0.0736213847994804,-92.7500076293945,-73.9048614501953,"Sst-IRES-Cre",73.6187540054321,1.023844,-58.6437530517578,1.023205,14.9750009536743,1.375224,-75.2375030517578,552,1.022952,-42.80625,1.375224,-75.2375030517578,1.27475923719128
"904",123.677776,75.7812857627869,0.02072723954916,-88.46875,-79.432746887207,"Pvalb-IRES-Cre",73.3750023841858,1.02407333333333,-58.4166685740153,1.0232275,14.9583338101705,1.4518675,-79.9010442097982,808.333282470703,1.02295083333333,-43.8697954813639,1.4518675,-79.9010442097982,1.48994439448101
"907",134.641728,160.625115036964,0.186788439750671,-89.3750076293945,-74.5188674926758,"Chrna2-Cre_OE25",91.6328153610229,1.024765,-50.6171903610229,1.02329,41.015625,1.444125,-75.140625,1300,1.0229,-44.5078163146973,1.444125,-75.140625,3.01812066242318
"910",257.57456,209.709957242012,0.0369084663689137,-90.21875,-68.1579513549805,"Nkx2-1-CreERT2",93.2500045776367,1.02472,-56.3187530517578,1.023408,36.9312515258789,1.456416,-69.2250061035156,420,1.02308,-39.0937507629395,1.456416,-69.2250061035156,2.41223264290673
"916",174.62296,143.906280398369,0.0627813786268234,-89.9375,-73.1863403320312,"Sst-IRES-Cre",106.518751525879,1.024225,-65.35,1.023392,41.1687515258789,1.514132,-74.2687530517578,0,1.023074,-49.6500015258789,1.514132,-74.2687530517578,1.80863599278887
"920",499.737088,421.093732118607,0.124511115252972,-102.03125,-67.2419128417969,"Chrna2-Cre_OE25",89.687505086263,1.02478666666667,-61.5208371480306,1.02355333333333,28.1666679382324,1.59589333333333,-68.5520884195964,270,1.02312666666667,-42.7500025431315,1.59589333333333,-68.5520884195964,1.72379252961166
"923",186.482464,98.437488079071,0.0578483939170837,-91.0000076293945,-75.5974578857422,"Pvalb-IRES-Cre",87.85625,1.024214,-67.16875,1.023392,20.6875,1.290388,-78.98125,580,1.023077,-51.2062515258789,1.290388,-78.98125,1.56304702859731
"936",233.500064,164.174243807793,0.0358238145709038,-89.7812576293945,-71.7546920776367,"Nkx2-1-CreERT2",81.6187538146973,1.024968,-54.0312530517578,1.023424,27.5875007629395,1.51922,-72.3437545776367,550,1.023084,-36.0187507629395,1.51922,-72.3437545776367,2.57975910930208
"941",367.354432,267.90177822113,0.0501675680279732,-93.625,-64.6769104003906,"Htr3a-Cre_NO152",94.2125053405762,1.024841,-56.3062530517578,1.023392,37.9062522888184,1.530804,-65.7562515258789,44,1.023055,-43.8562522888184,1.530804,-65.7562515258789,2.57984931936365
"951",184.239136,167.008861899376,0.121829211711884,-92.3125076293945,-72.6638336181641,"Chat-IRES-Cre-neo",96.4921932220459,1.02413,-64.4765682220459,1.023385,32.015625,1.247725,-73.6484413146973,590,1.023055,-47.1640644073486,1.247725,-73.6484413146973,1.55135604916924
"952",124.346704,96.8749225139618,0.0689584165811539,-80.7187576293945,-69.5428619384766,"Htr3a-Cre_NO152",87.3515648841858,1.028495,-62.8828144073486,1.0233425,24.4687504768372,1.19967875,-70.3671894073486,660,1.02304,-39.1562528610229,1.19967875,-70.3671894073486,2.54022789309226
"954",176.425456,164.687469601631,0.0220953691750765,-99.6250076293945,-70.6443405151367,"Pvalb-IRES-Cre",86.693754196167,1.023877,-62.1125030517578,1.023227,24.5812511444092,1.632955,-71.4125045776367,312,1.022994,-41.4812507629395,1.632955,-71.4125045776367,1.39711739038265
"961",327.91904,232.410728931427,0.135499268770218,-97.6562576293945,-72.4755554199219,"Vip-IRES-Cre",87.6187549591065,1.024348,-55.6000038146973,1.023292,32.0187511444092,1.478228,-74.4125045776367,300,1.023008,-45.3562507629395,1.478228,-74.4125045776367,2.47558381256371
"962",152.97048,104.374997317791,0.012180145829916,-91.03125,-79.1691741943359,"Htr3a-Cre_NO152",88.5312528610229,1.02913125,-70.2500019073486,1.0234475,18.2812509536743,1.532405,-79.515625,740,1.0230775,-43.6953134536743,1.532405,-79.515625,2.17458570179484
"963",121.202512,105.468638241291,0.0845737978816032,-91.875,-68.5879287719727,"Pvalb-IRES-Cre",77.4750038146973,1.023975,-53.4187522888184,1.023303,24.0562515258789,1.088214,-69.4187515258789,124,1.023033,-42.0062515258789,1.088214,-69.4187515258789,1.46440365804323
"964",226.31464,104.687884449959,0.0233173258602619,-87.3125076293945,-72.1359558105469,"Sst-IRES-Cre",100.656253814697,1.0242925,-67.6718788146973,1.02349375,32.984375,1.04629125,-73.7109394073486,0,1.0231925,-40.6562509536743,1.04629125,-73.7109394073486,1.34870402836754
