specimen_id,adaptation,avg_isi,f_i_curve_slope,fast_trough_t_long_square,fast_trough_t_ramp,fast_trough_t_short_square,fast_trough_v_long_square,fast_trough_v_ramp,fast_trough_v_short_square,input_resistance_mohm,latency,peak_t_long_square,peak_t_ramp,peak_t_short_square,peak_v_long_square,peak_v_ramp,peak_v_short_square,ri,sag,slow_trough_t_long_square,slow_trough_t_ramp,slow_trough_t_short_square,slow_trough_v_long_square,slow_trough_v_ramp,slow_trough_v_short_square,threshold_i_long_square,threshold_i_ramp,threshold_i_short_square,threshold_t_long_square,threshold_t_ramp,threshold_t_short_square,threshold_v_long_square,threshold_v_ramp,threshold_v_short_square,trough_t_long_square,trough_t_ramp,trough_t_short_square,trough_v_long_square,trough_v_ramp,trough_v_short_square,upstroke_downstroke_ratio_long_square,upstroke_downstroke_ratio_ramp,upstroke_downstroke_ratio_short_square,vm_for_sag,vrest,transgenic_line,reporter_status,height,binary_neuron
468193142,0.1172673005,67.9033333333,0.2026515146,1.088835,6.5338266667,1.02506875,-48.78125,-50.0000012716,-53.46875,153.395168,0.033955,1.086475,6.5312083333,1.0233675,32.1875,32.135418574,39.25,136.2500786781,0.0068409266,1.098495,6.550865,1.7707175,-51.21875,-55.0312512716,-70.4140644073,210,137.7916641235,400,1.08603,6.5307283333,1.023025,-33.9375,-34.3020833333,-48.9921884537,1.098495,6.550865,1.7707175,-51.21875,-55.0312512716,-70.4140644073,3.2667529774,2.8226685975,3.7961493991,-84.6875,-70.2135238647,Scnn1a-Tg3-Cre,cre reporter positive,92.71875,Excitatory
486198953,,,0.1123266595,1.17071,6.7581133333,1.0260158333,-46.2187538147,-40.8541679382,-52.8385448456,152.592768,0.09963,1.167495,6.7522183333,1.0233125,31.2812519073,10.1979166667,37.4687519073,168.2812869549,0.0573905855,1.20278,6.77431,1.5484025,-52.9062538147,-45.2395846049,-73.1562525431,90,143.2916666667,690,1.166985,6.7510633333,1.02294,-34.21875,-22.8437506358,-47.197918574,1.20278,6.77431,1.5484025,-52.9062538147,-45.2395846049,-73.1562538147,3.4357991376,1.5599230877,3.870173226,-91.3125076294,-72.4253845215,Cux2-CreERT2,cre reporter positive,90.3072967529,Excitatory
476753465,0.0113342969,25.5419736842,0.4910447761,1.08411,4.3687016667,1.024218,-55.5000038147,-54.2187525431,-56.6812538147,231.135856,0.020925,1.0833,4.36782,1.023416,35,33.9583333333,40.5625030518,230.6249588728,0.2173592597,,4.37964,1.214087,,-51.5208346049,-73.6062561035,70,83.7083333333,560,1.08294,4.3674116667,1.023071,-35.03125,-34.2187512716,-38.8125015259,1.08413,4.368755,1.214087,-55.59375,-54.3541692098,-73.6062561035,1.6158982892,1.5274199398,1.7497159267,-97.1562576294,-72.4381256104,Sst-IRES-Cre,cre reporter positive,97.2437568665,Inhibitory
514544971,0.022481032,68.2214285714,0.195202952,1.15884,5.2818466667,1.0244866667,-50.0312538147,-47.8541692098,-52.1666704814,134.760864,0.04422,1.15662,5.2797733333,1.0228333333,41.3750038147,44.0104179382,40.989587148,170.1562106609,0.0559369773,1.18434,5.3054,1.7930333333,-58.0625,-55.052087148,-74.7083384196,50,106.4999974569,890,1.1562,5.2793133333,1.0224333333,-36.1875038147,-33.0208346049,-46.0104179382,1.18434,5.3054,1.7930333333,-58.0625,-55.052087148,-74.7083384196,3.8346319324,3.7064364151,4.0411067732,-90.71875,-72.9973297119,Nr5a1-Cre,cre reporter positive,93.1562576294,Excitatory
553541110,,503.8,0.0234144549,1.04102,6.11786,1.0253733333,-51.3437538147,-43.6041679382,-55.3437525431,259.667584,0.00862,1.03944,6.1159666667,1.0236533333,32.6562538147,23.2500012716,33.7500038147,222.3438173532,0.0606219023,,,1.5400133333,,,-71.8020833333,130,127.375,320,1.03902,6.1153066667,1.0232733333,-37.875,-32.6354204814,-45.5208358765,1.04124,6.1181666667,1.5400133333,-51.4687538147,-43.7812512716,-71.8020833333,3.0499440005,2.3500359513,3.2072981183,-95.96875,-71.31275177,Chat-IRES-Cre-neo,cre reporter positive,89.0937563578,Inhibitory
488685185,-0.0004608156,9.2156481481,2.1448527369,1.02575,11.1787666667,1.0239133333,-63.9687538147,-64.6875025431,-69.1145858765,123.878368,0.004265,1.02515,11.1781633333,1.0233883333,12.71875,14.958334287,24.1145833333,92.5221890211,0.0163599104,1.11471,,1.5476716667,-40.9687538147,,-77.5520884196,509.9999694824,253.9166564941,0,1.024855,11.1778483333,1.0231016667,-46.03125,-38.4375,-51.7500038147,1.025755,11.1788066667,1.5476716667,-64.03125,-64.8020858765,-77.5520884196,1.2167994415,1.0369414161,1.0853921071,-87.0625,-77.2041091919,Pvalb-IRES-Cre,cre reporter positive,93.2291692098,Inhibitory
490263438,0.0540873886,76.2683333333,0.2117424154,1.078175,8.4949866667,1.0250725,-51.0312538147,-51.2395846049,-56.5468781789,102.12096,0.031835,1.076345,8.4930816667,1.0233816667,43.8437538147,42.5729179382,44.1354179382,125.0001937151,0.1410330683,,8.50996,1.45007,,-52.6250012716,-76.052087148,209.9999847412,186.8333333333,860.0000610352,1.07592,8.492575,1.0230133333,-34.875,-34.4583358765,-45.0729179382,1.078535,8.50996,1.45007,-51.3125038147,-52.6250012716,-76.0520884196,2.792200772,2.2431878267,3.0483167004,-89.5,-75.3490219116,Ntsr1-Cre_GN220,cre reporter positive,100.6822961171,Excitatory
479711015,0.1227994256,127.0975,0.0742187545,1.18394,4.9396366667,1.025425,-43.5000038147,-42.520837148,-48.8875007629,133.680704,0.056675,1.179605,4.937595,1.023324,40.375,44.5625025431,46.5562522888,162.3437553644,0.0750596449,1.21353,4.977895,1.411602,-52.6875038147,-53.5937538147,-72.9750045776,150,97.9166641235,920,1.179155,4.9371716667,1.022959,-29.1875,-32.4479204814,-45.3937515259,1.21353,4.977895,1.411602,-52.6875038147,-53.5937538147,-72.9750045776,3.6789367382,3.6699545244,4.1286632636,-89.9687576294,-72.1620178223,Rbp4-Cre_KL100,cre reporter positive,95.4437530518,Excitatory
489259263,0.0329465395,53.7814705882,0.2715323434,1.34504,4.1398366667,1.025349,-54.9687538147,-52.833337148,-58.3000038147,201.752208,0.051805,1.343025,4.138015,1.023402,40.0625038147,42.3020858765,42.0375007629,193.4375464916,0.0190457106,1.376505,4.174995,1.683118,-56.46875,-53.5833358765,-81.2125045776,80,77.9583333333,590,1.342595,4.1375883333,1.023031,-40.7812538147,-39.7395846049,-47.0875022888,1.376505,4.1622283333,1.683118,-56.46875,-53.7395858765,-81.2125045776,3.3696612774,3.6096472479,3.5959299709,-98.8125076294,-80.5246505737,Cux2-CreERT2,cre reporter positive,100.3375045776,Excitatory
569810649,0.0126695968,33.5255172414,0.3907994924,1.0849,2.37029,1.02523,-51.0937538147,-52.1562519073,-52.9531288147,330.6896,0.01534,1.08288,2.36798,1.02346,35.09375,34.8359384537,39.734375,204.6873867512,0.1135297492,1.10084,2.37673,1.60302,-53.28125,-53.2578144073,-64.4687538147,50,33.59375,300,1.08246,2.36751,1.02311,-39.625,-37.3828134537,-41.4843769073,1.10084,2.37673,1.60302,-53.28125,-53.2578144073,-64.4687538147,3.4632480757,3.4508552643,3.4795120978,-87.2812576294,-63.264541626,Vip-IRES-Cre,cre reporter positive,92.6875038147,Inhibitory
570459682,0.0996201651,120.3114285714,0.1390052339,1.72342,2.2286933333,1.02472,-51.375,-48.7916692098,-51.8359394073,182.348176,0.00822,1.722,2.22722,1.023285,37.5,37.8854192098,41.6328144073,168.9060926437,0.0618418902,1.73642,2.2520933333,1.41884,-48.1562538147,-49.4479192098,-62.765627861,59.9999961853,30.1666660309,180,1.72154,2.2267466667,1.022925,-40.59375,-42.1875012716,-47.6875019073,1.72344,2.2455133333,1.41884,-51.4375,-49.4687525431,-62.765627861,2.5847114015,2.6055270263,3.1154424911,-79.9062576294,-61.2857704163,Chat-IRES-Cre-neo,cre reporter positive,93.4687538147,Inhibitory
581138223,-0.0214219493,56.68875,0.2287090559,1.82708,4.49406,1.0248533333,-51.6250038147,-51.2812512716,-54.1510429382,295.312768,0.07998,1.82318,4.4905866667,1.0232966667,31.0625,30.78125,35.5833352407,207.656249404,0.006749962,1.83362,4.50182,1.0457166667,-54.875,-55.8541704814,-64.9843800863,90,86.75,370,1.82268,4.49006,1.02291,-34.9687538147,-36.0625025431,-43.7812525431,1.83362,4.50182,1.0457166667,-54.875,-55.8541704814,-64.9843800863,3.6049763686,3.7565153033,2.8991824128,-86.75,-64.1587371826,Nkx2-1-CreERT2,cre reporter positive,89.7343781789,Inhibitory
502269786,0.2013858116,149.07,0.1966666497,1.08622,8.17106,1.025244,-52.0312538147,-53.3125025431,-55.3187522888,165.120592,0.03052,1.0836,8.16806,1.023396,37.71875,39.0729179382,40.7750022888,142.9687142372,0.0046993615,1.0958,8.1803333333,1.69178,-55,-57.6145833333,-78.9937545776,230,178.7083282471,989.9999389648,1.08314,8.16758,1.022992,-38.5625038147,-36.4166679382,-49.1812515259,1.0958,8.1803333333,1.69178,-55.0000038147,-57.6145833333,-78.9937545776,3.9914940638,3.6613043182,4.1606989085,-93.5625076294,-78.8050384521,Nr5a1-Cre,cre reporter positive,96.0937545776,Excitatory
476216637,0.2191830077,146.5375,0.1755555642,1.07736,3.2262683333,1.024074,-46.90625,-45.8958346049,-48.8562522888,100.953352,0.03046,1.07595,3.224705,1.022867,43.0937538147,46.1458346049,44.9250015259,180.9374690056,0.0046741581,1.085785,3.2476333333,1.44348,-49.8750038147,-52.1354204814,-63.8375045776,130,55.1249987284,580,1.07563,3.2243783333,1.022596,-36.59375,-34.75,-42.6062522888,1.085785,3.2476333333,1.44348,-49.8750038147,-52.1354204814,-63.8375045776,3.4417124144,3.3408004634,3.6282227545,-81,-62.4188423157,Scnn1a-Tg3-Cre,cre reporter positive,93.7812538147,Excitatory
324521027,0.0239902802,68.4515384615,0.1756286253,1.43816,4.2172133333,1.0255591667,-46.5,-46.8229179382,-50.1458346049,182.226272,0.060385,1.43568,4.2138616667,1.023475,41.40625,32.6979166667,42.0260423024,150.6249904633,0.0503459089,1.52861,4.257195,1.4314458333,-58.0937538147,-54.5625012716,-72.8750012716,59.9999961853,79.8333333333,0,1.435225,4.2133333333,1.0230808333,-38.59375,-37.8020846049,-46.729168574,1.52861,4.257195,1.4314458333,-58.0937538147,-54.5625012716,-72.8750012716,3.5026686266,3.3968326686,3.804846708,-87.84375,-72.6047592163,Scnn1a-Tg2-Cre,cre reporter positive,92.1718769073,Excitatory
476764144,-0.0600522193,4.7875,1.8571852204,1.027755,,1.0237491667,-62.59375,,-62.9427108765,193.685232,0.00516,1.027225,,1.0232283333,12.625,,16.7239591281,161.0937565565,0.0753993094,1.05692,,1.2436325,-40.7812538147,,-75.8854217529,240.0000152588,,440,1.02697,,1.0229975,-44.09375,,-46.9375019073,1.02777,,1.2436325,-62.6875,,-75.8854217529,1.1619708898,,1.2011714669,-91.5625,-74.7380828857,Sst-IRES-Cre,cre reporter positive,79.6666700045,Inhibitory
479905853,0.0349288597,49.1228947368,0.4694805376,1.096375,4.5035116667,1.026745,-50.5937538147,-51.4791692098,-56.828125,189.404256,0.02517,1.09406,4.501265,1.023645,0.5,6.6458336512,3.2187501192,214.4642621279,0.0666440651,1.09799,4.5168466667,1.62802625,-51.1875038147,-52.5833358765,-71.937505722,90,87,0,1.093555,4.500765,1.0232225,-42.8125038147,-42.6979179382,-39.414065361,1.09799,4.5168466667,1.62802625,-51.1875038147,-52.5833358765,-71.937505722,2.3761777985,2.2081930711,2.0386141212,-96.1250076294,-71.5020294189,Sst-IRES-Cre,cre reporter positive,60.0468751192,Inhibitory
484744867,0.0068456453,4.6584782609,2.1117763819,1.024225,,1.023182,-73.96875,,-71.1000045776,135.545392,0.00257,1.023885,,1.022839,22.4687519073,,24.4375003815,134.1519206762,0.068428725,,,1.578872,,,-70.78125,209.9999847412,,300,1.023675,,1.022653,-50.5625,,-49.4875015259,1.02424,,1.285388,-74,,-71.3875015259,0.9356939686,,0.9971453238,-100.8750076294,-70.2453079224,Pvalb-IRES-Cre,cre reporter positive,95.5375049591,Inhibitory
501014504,0.0309422389,186.84,0.2858452959,1.21848,3.4722533333,1.025564,-51.5000038147,-51.6562538147,-53.1937515259,156.455232,0.07432,1.2165,3.47008,1.023572,47.6875,51.3125025431,47.4062515259,162.9687547684,0.0657943487,1.24242,3.5016266667,1.11708,-55.0000038147,-54.8229204814,-66.4312530518,70,61.25,380,1.21596,3.46956,1.023108,-44.125,-42.8125025431,-44.9062515259,1.24242,3.5016266667,1.11708,-55.0000038147,-54.8229204814,-66.4312530518,3.4285926674,3.7033076614,3.7130267253,-84.0937576294,-66.1220245361,Rbp4-Cre_KL100,cre reporter positive,100.6000030518,Excitatory
475132727,0.0019681329,12.229047619,0.3312238551,1.03418,3.6849,1.0240416667,-57.34375,-56.0937538147,-61.708337148,380.892416,0.008675,1.03327,3.68387,1.023245,7.6875,13,20.1250006358,291.4061844349,0.0525948405,1.054275,,1.454635,-38.53125,,-70.0520858765,120.0000076294,66.625,350,1.032945,3.68341,1.0229533333,-36.9375,-32.53125,-42.1354179382,1.03422,3.68499,1.454635,-57.4687538147,-56.2187538147,-70.0520858765,1.3850149928,1.0273465643,1.400042733,-97.84375,-68.7102890015,Sst-IRES-Cre,cre reporter positive,81.8333377838,Inhibitory
464188580,0.0013113764,86.0090909091,0.2099567106,1.16788,7.0701233333,1.030465,-52.7500038147,-55.7916679382,-64.03125,149.633568,0.052125,1.162155,7.0641766667,1.02347625,24.6875,25.7812506358,25.5468764305,111.5625426173,0.046134904,1.17715,7.0779833333,1.37075625,-56.3125,-59.0729192098,-79.3125038147,170,151.125,820,1.161745,7.0637883333,1.02314375,-34,-34.1979179382,-40.234375,1.17715,7.0779833333,1.37075625,-56.3125,-59.0729192098,-79.3125038147,4.3532473755,4.2939796942,2.7548740434,-91.75,-78.3290176392,Htr3a-Cre_NO152,cre reporter positive,89.5781264305,Inhibitory
502267531,0.0121176655,49.1368421053,0.2073033708,1.19036,3.8407666667,1.0249,-51.7187538147,-49.7291692098,-54.6875019073,205.452864,0.05534,1.18876,3.83902,1.02346,39.2187538147,40.8437525431,37.6718769073,187.6562833786,0.0240895767,1.2124,3.86534,1.43024,-54.2812538147,-53.9791692098,-81.703125,70,70.4583333333,670,1.1883,3.8385533333,1.02306,-41.3125,-38.4583358765,-48.21875,1.2124,3.86534,1.43024,-54.2812538147,-53.9791692098,-81.703125,3.1652918675,3.3214711294,3.4335263021,-99.3125076294,-80.8980407715,Nr5a1-Cre,cre reporter positive,92.3593788147,Excitatory
324522388,0.0535093817,40.1592857143,0.5380136986,1.156735,3.1009316667,1.024316,-58.03125,-57.5104179382,-59.2625015259,298.512128,0.03386,1.155635,3.0998766667,1.023319,23.3437519073,28.0937506358,23.91875,460.4912102222,0.0713085681,1.17457,3.1180916667,1.632786,-53.90625,-53.2500012716,-72.7687515259,50,51.9583333333,287.9999816895,1.155215,3.0994266667,1.022975,-39.6875,-35.5208333333,-41.7625015259,1.15679,3.1009866667,1.632786,-58.15625,-57.6666679382,-72.7687515259,1.6580661345,1.5219677373,1.7232654118,-99.0312576294,-72.7053756714,Sst-IRES-Cre,cre reporter positive,83.1812515259,Inhibitory
464368713,0.0004440155,9.188364486,1.1404958678,1.408435,9.366915,1.023935,-60.78125,-55.2916679382,-63.8616071429,206.912064,0.010275,1.40762,9.3660833333,1.0233071429,3.34375,5.6770834923,14.3214291164,138.2812410593,0.0513969436,,,1.2739271429,,,-79.8125032697,180,208.625,205.7142726353,1.40729,9.3657283333,1.0230592857,-39.9062538147,-33.5104179382,-47.9866076878,1.408465,9.36697,1.2739271429,-60.84375,-55.3958346049,-79.8125032697,1.1209124223,1.0206106657,1.3235497447,-94.46875,-79.3491287231,Pvalb-IRES-Cre,cre reporter positive,78.1830362592,Inhibitory
483061182,0.0744861953,97.8427777778,0.2,1.120275,4.5786033333,1.0255625,-45.4375038147,-46.1770858765,-47.3541692098,119.350064,0.0464,1.11737,4.5755416667,1.0234941667,34.15625,35.7916666667,34.4270852407,170.7811802626,0.0273176432,1.1463,4.6079083333,1.6618591667,-49.5000038147,-52.0000025431,-73.7187525431,90,88.9166666667,256.6666666667,1.116855,4.5750116667,1.0230575,-34.625,-34.5729179382,-42.9270839691,1.1463,4.6079083333,1.6618591667,-49.5000038147,-52.0000025431,-73.7187525431,3.7953221718,3.7828568012,4.1110491571,-91.375,-72.5783004761,Cux2-CreERT2,cre reporter positive,81.7812544505,Excitatory
581020172,0.0015293281,15.985,0.7942425044,1.23858,12.35958,1.024232,-54.6562538147,-55.020837148,-59.4875015259,136.85368,0.03448,1.23768,12.35868,1.02346,13.9375,16.0416669846,22.1750003815,84.6873819828,0.0045601833,1.47474,,1.440972,-42.125,,-73.7500045776,330,283.4583333333,780,1.2373,12.3582933333,1.023136,-32.0312538147,-31.947918574,-44.6062515259,1.23862,12.3596666667,1.440972,-54.7500038147,-55.114587148,-73.7500045776,1.2821490672,1.2916697843,1.4521160134,-82.0312576294,-72.5855331421,Nkx2-1-CreERT2,cre reporter positive,81.6625019073,Inhibitory
555060623,0.0687944492,121.9,0.2524647887,1.10346,2.69528,1.02532,-45.0312538147,-43.4166692098,-51.7343781789,247.932016,0.02302,1.10062,2.69332,1.0234333333,25.25,33.3229179382,26.9270852407,320.4686939716,0.0631639063,1.12486,2.7234066667,1.3401133333,-49.7500038147,-50.958337148,-62.6979211171,50,41.7916666667,370,1.10002,2.6927333333,1.0229766667,-32.9687538147,-34.0000012716,-37.213543574,1.12486,2.7234066667,1.3401133333,-49.7500038147,-50.958337148,-62.6979211171,2.6689114269,2.7131035335,2.703663968,-96.5,-61.775352478,Chrna2-Cre_OE25,cre reporter positive,78.6614634196,Inhibitory
483018019,0.0571274006,52.161,0.2295535881,1.0701,2.3012233333,1.0261733333,-54.3437538147,-52.2291704814,-57.1510448456,258.823712,0.015515,1.0663,2.2988583333,1.0234175,18.0000019073,32.8958339691,25.6510429382,248.1250464916,0.0593741946,1.07877,2.336685,1.5859325,-58.21875,-59.2604192098,-73.8072942098,90,31.9999987284,410,1.065725,2.29837,1.0229416667,-45.6562538147,-41.7812512716,-47.8437525431,1.07877,2.336685,1.5859325,-58.21875,-59.2604192098,-73.8072954814,3.2266838754,3.6058158975,3.1632393796,-95.5625,-72.4813919067,Cux2-CreERT2,cre reporter positive,82.8020877838,Excitatory
475550148,0.0565058244,10.1333333333,0.8923657867,1.03522,11.0822966667,1.023963,-62.6250076294,-57.239587148,-62.8062553406,184.436208,0.008735,1.034595,11.0815316667,1.023296,22.1875019073,18.0729166667,27.6937515259,114.5312562585,0.0726962611,1.422985,,1.634322,-43.6562538147,,-76.7187530518,220,251.5000050863,101.9999938965,1.034315,11.08118,1.023026,-38.78125,-31.4270846049,-45.6875007629,1.03526,11.0823383333,1.634322,-62.8437538147,-57.3333358765,-76.7187530518,1.2402457076,1.1720580604,1.3720357408,-99.96875,-75.6578292847,Pvalb-IRES-Cre,cre reporter positive,90.5000068665,Inhibitory
333604946,0.0063711965,22.67625,0.7452160306,1.22804,10.9939566667,1.02462125,-54,-53.9479166667,-59.890625,156.860064,0.047525,1.226705,10.9928183333,1.0233125,5.4375004768,14.5000003179,11.3906254768,114.0625029802,0.0661664158,1.56602,,1.68389625,-40.71875,,-74.5468769073,230,249.2916615804,360,1.22631,10.9924416667,1.0230125,-30.1875,-30.5833339691,-39.9609384537,1.228275,10.99418,1.68389625,-54.1875038147,-54.1666679382,-74.5468769073,1.3180304655,1.4087427148,1.5536287096,-97.3125,-73.1888122559,Pvalb-IRES-Cre,cre reporter positive,71.2812504768,Inhibitory
488380827,,49.905,0.0108209012,1.09303,8.8330633333,1.0261208333,-48.7500038147,-49.0937512716,-52.9635448456,146.635216,0.03722,1.0902,8.82983,1.0234916667,31.0937519073,33.0416692098,43.7135442098,101.5625745058,0.0585205704,1.10359,8.85829,1.1811975,-50.1875038147,-54.5625025431,-79.2135467529,330,195.2499949137,1280,1.08966,8.8293,1.0230666667,-33.8125,-33.5625012716,-52.2239608765,1.10359,8.85829,1.1811975,-50.1875038147,-54.5625025431,-79.2135467529,3.1546793315,3.2448113691,4.2643453545,-88.875,-77.6154632568,Rbp4-Cre_KL100,cre reporter positive,96.6770890554,Excitatory
473593847,0.3214729646,32.18,0.08039773,1.09149,7.3265683333,1.024285,-57.7812538147,-55.6145846049,-60.2125030518,194.24152,0.02869,1.09047,7.3254683333,1.023368,37,32.0833352407,36.8187507629,197.3436772823,0.0626886636,,,1.65433,,,-74.5375061035,130,157.625,600,1.09007,7.3250066667,1.023022,-40.4062538147,-33.9791679382,-42.8687522888,1.091615,7.326645,1.65433,-57.90625,-55.7708358765,-74.5375061035,1.9689104141,1.6040711532,1.8377684621,-95.7500076294,-74.2608337402,Sst-IRES-Cre,cre reporter positive,97.0312538147,Inhibitory
488683425,0.0032079635,50.3721052632,0.2103449072,1.07715,7.738705,1.024629,-51.9687538147,-54.2708358765,-55.3500007629,103.040064,0.025115,1.07575,7.7375366667,1.023392,23.5937519073,45.0520858765,35.36875,98.3444213867,0.1928599477,1.10737,7.771885,1.078044,-55.7187538147,-54.9479204814,-69.13125,150,167.9583333333,690,1.075295,7.7371583333,1.023034,-43.78125,-44.6770846049,-47.3625022888,1.10737,7.771885,1.078044,-55.7187538147,-54.9479204814,-69.1312515259,2.0943282172,2.3929162654,2.2529081279,-79.4375,-68.2019271851,Rbp4-Cre_KL100,cre reporter positive,90.7187507629,Excitatory
490624177,0.1436420944,90.0285714286,0.2123417656,1.109095,4.4997466667,1.025845,-53.59375,-54.0208358765,-59.007815361,206.467488,0.02079,1.105695,4.4960116667,1.023395,28.2812519073,34.0729166667,34.1171894073,146.8749940395,0.0278807431,1.12346,4.5250716667,1.56654875,-57.2812538147,-60.5833358765,-83.976568222,209.9999847412,86.9166666667,390,1.10514,4.4954933333,1.0229775,-39.0625,-37.1979192098,-51.5468788147,1.12346,4.5250716667,1.56654875,-57.2812538147,-60.5833358765,-83.976568222,3.5836123272,3.7531006359,4.2220604568,-90.4062576294,-82.7248153687,Rorb-IRES2-Cre,cre reporter positive,93.1250047684,Excitatory
476100382,0.579262892,246.9,0.1255118805,1.10928,5.2597666667,1.024236,-58.1875038147,-58.4791692098,-61.1000022888,158.939984,0.029015,1.10797,5.2588616667,1.023203,5.0625,29.9687512716,23.8625007629,167.9463237524,0.0235492997,1.11956,,1.453392,-56.9687538147,,-68.9187515259,70,105.9583307902,390,1.107625,5.25851,1.022905,-47.9687538147,-43.7916692098,-44.9437507629,1.10941,5.259845,1.453392,-58.3437538147,-58.6354204814,-68.9187530518,2.1184125847,1.8119858468,1.9537177182,-87.125,-68.3402709961,Sst-IRES-Cre,cre reporter positive,84.9625030518,Inhibitory
476178907,0.1516286673,99.434,0.1270293694,1.19811,3.280455,1.025289,-48.90625,-46.6562525431,-53.075,201.297152,0.03375,1.19497,3.277815,1.023092,45.875,48.1770858765,47.5125038147,244.3750053644,0.0143414671,1.225065,3.3059716667,1.574607,-56,-53.4895858765,-72.0875045776,70,56.4583333333,590,1.194545,3.2774,1.02274,-38.3125038147,-36.1979179382,-46.3125038147,1.225065,3.3059716667,1.574607,-56,-53.4895858765,-72.0875045776,3.7217534746,3.8200330607,3.9517965681,-96.40625,-70.5972824097,Scnn1a-Tg3-Cre,cre reporter positive,100.5875038147,Excitatory
476269122,,,0.1140822799,1.1819,4.6810133333,1.025358,-47.0000038147,-47.6979192098,-51.0125015259,131.712256,0.07998,1.179195,4.6785833333,1.023402,39.5312538147,39.7916679382,46.7500022888,124.6874257922,0.0178513993,1.2126,4.71725,1.424983,-54.71875,-57.208337148,-76.1562545776,150,91.4583333333,1160,1.178765,4.67815,1.023045,-34.0312538147,-31.4166679382,-46.5875022888,1.2126,4.71725,1.424983,-54.71875,-57.208337148,-76.1562561035,3.2145150956,2.7897903747,3.783612446,-88.6875,-76.0608215332,Scnn1a-Tg3-Cre,cre reporter positive,97.7625038147,Excitatory
486509644,0.0219615695,61.05,0.1930487805,1.13176,3.1728133333,1.0253633333,-47.5625038147,-46.4791692098,-50.7187538147,120.129272,0.03964,1.129945,3.1704733333,1.0235716667,33.3125038147,37.25,30.7604173024,225.0000089407,0.1173092648,1.163305,3.211165,1.7145933333,-53.7812538147,-53.4375038147,-70.2916717529,50,53.7499987284,0,1.12942,3.1699483333,1.0231366667,-41.0625,-37.9583346049,-45.2916679382,1.163305,3.211165,1.7145933333,-53.7812538147,-53.4375038147,-70.2916717529,2.9597040117,3.0485135953,2.987735584,-93.5937576294,-69.0845108032,Rorb-IRES2-Cre,cre reporter positive,81.4791711171,Excitatory
367567889,,,0.1126488154,1.129245,4.20505,1.024794,-50.0312538147,-50.9166692098,-53.1187515259,290.013408,0.04828,1.12716,4.2033333333,1.023359,42.4375,44.8541679382,45.6250022888,197.8124529123,0.0260047987,1.50664,4.2244066667,1.718274,-53.9375038147,-55.96875,-75.775,110,79.5833333333,690,1.12676,4.2029483333,1.023021,-37.9375,-35.5,-48.0500007629,1.50664,4.2244066667,1.718274,-53.9375038147,-55.96875,-75.775,3.2932411812,3.1755587375,3.6069302959,-97.0625076294,-75.0118560791,Nr5a1-Cre,cre reporter positive,98.7437538147,Excitatory
481003643,0.0119547826,61.5613333333,0.2043307032,1.093635,9.2326966667,1.0250258333,-48.7812538147,-50.5104166667,-50.8802108765,112.529064,0.023205,1.09105,9.22806,1.0233341667,26.875,28.1145852407,32.4062512716,102.8125807643,0.0073182927,1.099485,9.23895,1.36715,-51.7812538147,-53.3958346049,-71.2395846049,200,205.1666666667,690,1.09066,9.2276316667,1.0230166667,-34.5625038147,-34.2500012716,-39.3281262716,1.099485,9.23895,1.36715,-51.7812538147,-53.3958346049,-71.2395846049,3.9003909039,4.1177105731,2.8415160812,-82.4375,-70.6090240479,Htr3a-Cre_NO152,cre reporter positive,83.286462148,Inhibitory
326786924,0.0171927765,41.7115217391,0.3443121838,1.061355,7.3863616667,1.0246016667,-56.9687538147,-56.5937512716,-56.2864596049,179.331648,0.01519,1.06013,7.3845683333,1.02333,25.7812519073,26.666668574,28.9791676203,139.3750011921,0.0724908262,1.06735,7.3908133333,1.3265,-58.375,-58.3645858765,-69.9843775431,130,159.125,169.9999898275,1.059775,7.3841483333,1.023,-39.65625,-36.5104166667,-42.703125,1.06735,7.3908133333,1.3265,-58.375,-58.3645858765,-69.9843775431,2.3032600909,2.4048424657,2.3972228087,-84.59375,-68.9802322388,Htr3a-Cre_NO152,cre reporter positive,85.2656272252,Inhibitory
388874977,0.2750964245,23.9825,0.0911676647,1.05669,4.9394275,1.0244075,-57.8437538147,-54.2812519073,-58.8046884537,210.718512,0.01652,1.05563,4.9382225,1.0232325,14.75,17.265625,14.6718752384,192.1876966953,0.0855670869,1.836105,,1.6670275,-52.625,,-70.4375019073,90,97.9375,460,1.055275,4.93783,1.02289875,-45.5625038147,-39.8593769073,-43.1171884537,1.056745,4.939495,1.6670275,-58.0000038147,-54.3437519073,-70.4375019073,2.0020134295,1.9483415775,2.011465058,-89.6875076294,-68.9970245361,Sst-IRES-Cre,cre reporter positive,73.4765636921,Inhibitory
478586425,0.0273401063,54.8355882353,0.3026515066,1.088855,4.1309366667,1.0248525,-44.25,-43.1979192098,-51.0156288147,150.380464,0.034195,1.087045,4.128825,1.0234025,38.0625,42.3437512716,43.3437509537,171.0937172174,0.0406936817,1.10455,4.1648466667,1.5580525,-46.25,-52.0625012716,-77.335943222,190,77.75,720,1.086595,4.1284083333,1.02306375,-31.4687519073,-31.6666673024,-45.3046913147,1.10455,4.1648466667,1.5580525,-46.25,-52.0625012716,-77.335943222,3.1491299754,3.1272615439,3.7800612393,-95.3125076294,-76.9504776001,Rorb-IRES2-Cre,cre reporter positive,94.3593797684,Excitatory
